TRACK_ID	ARTIST_ID	isrc	PATH	isrc.1	TAGS
00047782.m4a	Trophy Eyes	USHR22085001	00047782.m4a	USHR22085001	low_performing
00071717.m4a	LA Priest	GBCEL1900353	00071717.m4a	GBCEL1900353	low_performing
00047493.m4a	Joyeur	TCADS1836546	00047493.m4a	TCADS1836546	low_performing
00051321.m4a	morgxn	USHR11939100	00051321.m4a	USHR11939100	low_performing
00073500.m4a	gabriel black, phem	USRC11901513	00073500.m4a	USRC11901513	low_performing
00054281.m4a	X Lovers	USRC11901112	00054281.m4a	USRC11901112	low_performing
00055678.m4a	Mo' Horizons, Mr	DEEQ71911708	00055678.m4a	DEEQ71911708	low_performing
00073378.m4a	Kamal	GBUM72002067	00073378.m4a	GBUM72002067	low_performing
00055480.m4a	Loud Luxury, Frank Walker, Stephen Puth	NLF712011612	00055480.m4a	NLF712011612	high_performing
00070857.m4a	Dennis DJ, Mc Don Juan	BRT3O1800033	00070857.m4a	BRT3O1800033	low_performing
00071991.m4a	Inwards	GB9TP2001035	00071991.m4a	GB9TP2001035	low_performing
00061915.m4a	Jaden	QMJMT1801953	00061915.m4a	QMJMT1801953	high_performing
00071520.m4a	Dan Bremnes	USM1C1800271	00071520.m4a	USM1C1800271	low_performing
00039576.m4a	Harlequin Gold	TCAEL1900230	00039576.m4a	TCAEL1900230	low_performing
00039813.m4a	Gtoni, Romiah	QZ4JJ1932547	00039813.m4a	QZ4JJ1932547	low_performing
00048710.m4a	Bear's Den	GB6TW1900036	00048710.m4a	GB6TW1900036	low_performing
00061441.m4a	Gundelach, ARY	NOV7L1703010	00061441.m4a	NOV7L1703010	low_performing
00068119.m4a	RRUCCULLA	ES09S1800371	00068119.m4a	ES09S1800371	low_performing
00046229.m4a	Gage	UKW3K2000001	00046229.m4a	UKW3K2000001	low_performing
00040877.m4a	Flying Lotus, Denzel Curry	GBBPW1900062	00040877.m4a	GBBPW1900062	high_performing
00059785.m4a	Mark Ronson, Miley Cyrus, Don Diablo	GBARL1900044	00059785.m4a	GBARL1900044	low_performing
00056616.m4a	The Chemical Brothers	GBUM71807656	00056616.m4a	GBUM71807656	low_performing
00069687.m4a	Netta	IL5181100107	00069687.m4a	IL5181100107	low_performing
00060800.m4a	Tom Staar, Eddie Thoneick	GBKCF1800696	00060800.m4a	GBKCF1800696	low_performing
00050565.m4a	BabyJake	USUM72014269	00050565.m4a	USUM72014269	low_performing
00048905.m4a	Marlon Craft	USQX91900638	00048905.m4a	USQX91900638	low_performing
00044076.m4a	Taylor Swift	USUG11901472	00044076.m4a	USUG11901472	high_performing
00053095.m4a	Annika Rose	GBKPL1961638	00053095.m4a	GBKPL1961638	low_performing
00046944.m4a	Sheryl Crow, Jason Isbell	USLXJ1943018	00046944.m4a	USLXJ1943018	low_performing
00055371.m4a	DENM	QM24S1911317	00055371.m4a	QM24S1911317	low_performing
00064713.m4a	Lele Pons, Guaynaa	USUM72016220	00064713.m4a	USUM72016220	high_performing
00063843.m4a	Ethan Tasch	QM24S2008062	00063843.m4a	QM24S2008062	low_performing
00051091.m4a	Mereba	USUM71901581	00051091.m4a	USUM71901581	low_performing
00058228.m4a	Pool	QM6MZ1848617	00058228.m4a	QM6MZ1848617	low_performing
00061877.m4a	Sad Penny	TCAEP2099055	00061877.m4a	TCAEP2099055	low_performing
00068139.m4a	ppcocaine, Delli Boe	CA5KR2077039	00068139.m4a	CA5KR2077039	low_performing
00053104.m4a	Baby Bulldog	QZES81850257	00053104.m4a	QZES81850257	low_performing
00065220.m4a	Ollie	QZK6K2033139	00065220.m4a	QZK6K2033139	low_performing
00042352.m4a	Car Seat Headrest	USMTD2000025	00042352.m4a	USMTD2000025	low_performing
00061595.m4a	The 1975	GBK3W1901063	00061595.m4a	GBK3W1901063	high_performing
00042666.m4a	LOUD HOUND	QZ93L1931603	00042666.m4a	QZ93L1931603	low_performing
00047426.m4a	Car Seat Headrest	USMTD2000020	00047426.m4a	USMTD2000020	low_performing
00054986.m4a	Jeremy Shayne	QZES62091981	00054986.m4a	QZES62091981	low_performing
00050233.m4a	Gabby Barrett	USWB11903358	00050233.m4a	USWB11903358	low_performing
00048340.m4a	JAYDEAN, KHIAKIARRA	AUBEC1914921	00048340.m4a	AUBEC1914921	low_performing
00055068.m4a	Angus Maude	QZES92080251	00055068.m4a	QZES92080251	low_performing
00058701.m4a	DJ Drama, Moneybagg Yo, PnB Rock	USKO11900363	00058701.m4a	USKO11900363	low_performing
00052255.m4a	Stephen	NLRD51632430	00052255.m4a	NLRD51632430	low_performing
00040200.m4a	Theo Martins, Quadry	QZHN61931604	00040200.m4a	QZHN61931604	low_performing
00043552.m4a	KIDDO, GASHI	DEQ321900061	00043552.m4a	DEQ321900061	low_performing
00045081.m4a	Caleb Giles	QZES72012969	00045081.m4a	QZES72012969	low_performing
00053026.m4a	Bishop Ivy	GBKPL1979188	00053026.m4a	GBKPL1979188	low_performing
00070819.m4a	Russ	USSM11806565	00070819.m4a	USSM11806565	low_performing
00049572.m4a	Woodkid	FRUM72000432	00049572.m4a	FRUM72000432	high_performing
00050733.m4a	Cheat Codes	QMCE32000218	00050733.m4a	QMCE32000218	high_performing
00069318.m4a	Rob Thomas	USAT21901723	00069318.m4a	USAT21901723	low_performing
00064368.m4a	Lorenz Kellhuber Trio	DENG51900291	00064368.m4a	DENG51900291	low_performing
00053122.m4a	Reik, J Balvin, Lalo Ebratt	USUM71915898	00053122.m4a	USUM71915898	high_performing
00045095.m4a	Antonio Orozco, KAROL G	ES5701800491	00045095.m4a	ES5701800491	low_performing
00049302.m4a	The 1975	GBK3W1800737	00049302.m4a	GBK3W1800737	high_performing
00060056.m4a	narou, James Chatburn	FR10S1932275	00060056.m4a	FR10S1932275	low_performing
00050435.m4a	Soccer96	GBGNZ1800268	00050435.m4a	GBGNZ1800268	low_performing
00053132.m4a	JTC	US2J71914503	00053132.m4a	US2J71914503	low_performing
00056946.m4a	Maluma, Becky G, Anitta	USSD11800405	00056946.m4a	USSD11800405	low_performing
00063984.m4a	Lupe Fiasco	US5KD1900001	00063984.m4a	US5KD1900001	low_performing
00053185.m4a	Rahn Harper	QZGTH1900032	00053185.m4a	QZGTH1900032	low_performing
00043475.m4a	Dexys Midnight Runners	GBF088200006	00043475.m4a	GBF088200006	high_performing
00043843.m4a	Ronin Arkestra, Mark de Clive-Lowe, Shinpei Ruike, Tsuyoshi Kosuga, Wataru Hamasaki, Sauce 81, Kenichi Ikeda, Kohei Ando, Hiraku Arata	UKDBM1900026	00043843.m4a	UKDBM1900026	low_performing
00070951.m4a	Evann McIntosh	USQE92000094	00070951.m4a	USQE92000094	low_performing
00059550.m4a	Bluestaeb, Harleighblu	DESY21400718	00059550.m4a	DESY21400718	low_performing
00070255.m4a	Gianni Brezzo	DEWA71900003	00070255.m4a	DEWA71900003	low_performing
00061523.m4a	Aaron Childs	USLD91728806	00061523.m4a	USLD91728806	low_performing
00059429.m4a	Ben Kessler	QZHN32006251	00059429.m4a	QZHN32006251	low_performing
00049488.m4a	James Blake	USUM72017827	00049488.m4a	USUM72017827	high_performing
00043503.m4a	Tommy Urbanski	GBMA21935930	00043503.m4a	GBMA21935930	low_performing
00066183.m4a	Sunshine Recorder	QM24S1902642	00066183.m4a	QM24S1902642	low_performing
00044666.m4a	J Alvarez, Cosculluela	QM6N21852865	00044666.m4a	QM6N21852865	low_performing
00068109.m4a	Kate Bollinger	QZES71895393	00068109.m4a	QZES71895393	low_performing
00060627.m4a	Jonas Brothers	USUG11901281	00060627.m4a	USUG11901281	high_performing
00062599.m4a	Joey Trap	TCAEP2080451	00062599.m4a	TCAEP2080451	low_performing
00050259.m4a	Peggy Gou	GBJX31975002	00050259.m4a	GBJX31975002	low_performing
00047666.m4a	Secret Mountain	QZB4J1831746	00047666.m4a	QZB4J1831746	low_performing
00037636.m4a	Playboi Carti	USUM72007425	00037636.m4a	USUM72007425	high_performing
00070989.m4a	Mike Williams, Mesto	NLZ541801572	00070989.m4a	NLZ541801572	low_performing
00068740.m4a	Holy Hive, Mary Lattimore, SASAMI	QZ2L61900054	00068740.m4a	QZ2L61900054	low_performing
00048030.m4a	Bennett Coast	QZFZ61981472	00048030.m4a	QZFZ61981472	low_performing
00052194.m4a	Steve Aoki, Icona Pop	USUS12000106	00052194.m4a	USUS12000106	high_performing
00037622.m4a	Samra	DECE71900903	00037622.m4a	DECE71900903	low_performing
00046753.m4a	Deftones	USRE12000796	00046753.m4a	USRE12000796	low_performing
00044614.m4a	Mike Devoe	QMFME1934829	00044614.m4a	QMFME1934829	low_performing
00048395.m4a	Soft Machine	UKCWB2000009	00048395.m4a	UKCWB2000009	low_performing
00063104.m4a	Yakul	FR2X41823485	00063104.m4a	FR2X41823485	low_performing
00044940.m4a	DREAMERS	USHR11939371	00044940.m4a	USHR11939371	low_performing
00050949.m4a	Juju	DEVX51900050	00050949.m4a	DEVX51900050	low_performing
00040391.m4a	Beulahbelle	QZK6M2031914	00040391.m4a	QZK6M2031914	low_performing
00058792.m4a	tobi lou	USUYG1319345	00058792.m4a	USUYG1319345	low_performing
00041299.m4a	EVERGLOW	KRMIM1904516	00041299.m4a	KRMIM1904516	high_performing
00058357.m4a	Westlife	GBUM71901078	00058357.m4a	GBUM71901078	low_performing
00047734.m4a	Anuel AA, Lil Wayne	QM4TX2084355	00047734.m4a	QM4TX2084355	low_performing
00067817.m4a	Natalie Oliveri	FRX201826980	00067817.m4a	FRX201826980	low_performing
00046355.m4a	Troye Sivan	AUUM72000410	00046355.m4a	AUUM72000410	high_performing
00037405.m4a	Burna Boy, DJDS	USAT21901906	00037405.m4a	USAT21901906	low_performing
00054256.m4a	Bathe	QZ93L1908575	00054256.m4a	QZ93L1908575	low_performing
00037249.m4a	Tori Kelly	USUM71912095	00037249.m4a	USUM71912095	low_performing
00051795.m4a	Dust-e-1	CAKFL2000002	00051795.m4a	CAKFL2000002	low_performing
00054668.m4a	BUMBY	FR96X1963730	00054668.m4a	FR96X1963730	low_performing
00065950.m4a	Tamzene	UKK4G1700013	00065950.m4a	UKK4G1700013	low_performing
00055640.m4a	Jonny Sum	SE5VF1907089	00055640.m4a	SE5VF1907089	low_performing
00053609.m4a	Yot Club	CACWV1971488	00053609.m4a	CACWV1971488	low_performing
00051031.m4a	Alexander 23	USUM71917562	00051031.m4a	USUM71917562	low_performing
00061218.m4a	Prey Drive	ESA011811740	00061218.m4a	ESA011811740	low_performing
00047592.m4a	Polo & Pan	FRPDG2000090	00047592.m4a	FRPDG2000090	high_performing
00053310.m4a	Chuck Indigo	QZHN61977974	00053310.m4a	QZHN61977974	low_performing
00070688.m4a	Watrcup	QZ85M1905631	00070688.m4a	QZ85M1905631	low_performing
00072972.m4a	Ariel Days, Alfie Templeman	QZ93L1807055	00072972.m4a	QZ93L1807055	low_performing
00062396.m4a	Pabllo Vittar	BR6RI1800005	00062396.m4a	BR6RI1800005	low_performing
00066661.m4a	Maisie Peters	GBAHS1900219	00066661.m4a	GBAHS1900219	low_performing
00061464.m4a	Rence	USSM11905816	00061464.m4a	USSM11905816	low_performing
00071072.m4a	Nick AM	GBWUL2090730	00071072.m4a	GBWUL2090730	low_performing
00047609.m4a	Kaskade	GBKPL2094411	00047609.m4a	GBKPL2094411	low_performing
00048330.m4a	ilyTOMMY	TCAED1923154	00048330.m4a	TCAED1923154	low_performing
00038567.m4a	Jesediah, clear eyes	QM7281967365	00038567.m4a	QM7281967365	low_performing
00045084.m4a	LITTLE INDIA	USHM81976645	00045084.m4a	USHM81976645	low_performing
00072322.m4a	Capital Bra, Samra	DECE71900133	00072322.m4a	DECE71900133	low_performing
00073428.m4a	brb	FR10S1961998	00073428.m4a	FR10S1961998	low_performing
00059569.m4a	Maika Loubté, You Man	JPZ921909870	00059569.m4a	JPZ921909870	low_performing
00056843.m4a	Jeremy Renner	GBKPL1957573	00056843.m4a	GBKPL1957573	low_performing
00065150.m4a	S S S S	FRIDO1911082	00065150.m4a	FRIDO1911082	low_performing
00044331.m4a	Rich Brian	ZZOPM2003032	00044331.m4a	ZZOPM2003032	low_performing
00050024.m4a	070 Shake, Tame Impala	USUM72013244	00050024.m4a	USUM72013244	high_performing
00054186.m4a	Destiny Rogers	USRC12000539	00054186.m4a	USRC12000539	low_performing
00054050.m4a	Boomdabash, Alessandra Amoroso	ITUM72000611	00054050.m4a	ITUM72000611	low_performing
00057673.m4a	Taphari	QM6YT2003201	00057673.m4a	QM6YT2003201	low_performing
00056545.m4a	Zeph	QZDA72031335	00056545.m4a	QZDA72031335	low_performing
00051433.m4a	Enzo Leep	GBWUL1824195	00051433.m4a	GBWUL1824195	low_performing
00041173.m4a	Early James	QZ6SA1900066	00041173.m4a	QZ6SA1900066	low_performing
00065694.m4a	Donna Missal	USUM72009182	00065694.m4a	USUM72009182	low_performing
00053841.m4a	Twenty One Pilots	USAT21804142	00053841.m4a	USAT21804142	high_performing
00066725.m4a	Armin van Buuren, Tom Staar, Mosimann	NLF712003348	00066725.m4a	NLF712003348	low_performing
00048103.m4a	Oli XL	SE5AJ1900727	00048103.m4a	SE5AJ1900727	low_performing
00043976.m4a	Joshua Francois, Franco Junior	GBSMU5580040	00043976.m4a	GBSMU5580040	low_performing
00054043.m4a	The Criticals	QZHZ51963352	00054043.m4a	QZHZ51963352	low_performing
00044356.m4a	24kGoldn	USQX91902802	00044356.m4a	USQX91902802	low_performing
00070422.m4a	Apache 207	DEQ322000174	00070422.m4a	DEQ322000174	high_performing
00055826.m4a	Davai	NOEPO1800003	00055826.m4a	NOEPO1800003	low_performing
00071687.m4a	Amber Mark	GBUM71902577	00071687.m4a	GBUM71902577	low_performing
00065535.m4a	WEST PARADE	CACWV2010116	00065535.m4a	CACWV2010116	low_performing
00053109.m4a	Richard Koch Quartett	DEPX52000023	00053109.m4a	DEPX52000023	low_performing
00047207.m4a	Tom The Mail Man	QMRSZ2002631	00047207.m4a	QMRSZ2002631	low_performing
00063325.m4a	Boombox Cartel	QM24S1927851	00063325.m4a	QM24S1927851	low_performing
00072782.m4a	Johan S	GBKQU1871158	00072782.m4a	GBKQU1871158	low_performing
00038191.m4a	Nate Traveller, Mills	QZDA62005533	00038191.m4a	QZDA62005533	low_performing
00067695.m4a	Devvon Terrell	QZ9ND1903270	00067695.m4a	QZ9ND1903270	low_performing
00047710.m4a	Shay Lia	GBKPL1832567	00047710.m4a	GBKPL1832567	low_performing
00041837.m4a	Rochester	TCAED1954696	00041837.m4a	TCAED1954696	low_performing
00048227.m4a	Dermot Kennedy	USUG11802575	00048227.m4a	USUG11802575	low_performing
00042292.m4a	93PUNX, VIC MENSA	QMJMT1902099	00042292.m4a	QMJMT1902099	low_performing
00056206.m4a	Toosii, Summer Walker	USUG12003232	00056206.m4a	USUG12003232	low_performing
00072829.m4a	Nicki Minaj	USCM52000025	00072829.m4a	USCM52000025	high_performing
00051388.m4a	Arthur Moon	USDY41997018	00051388.m4a	USDY41997018	low_performing
00040001.m4a	Serph	JPP632000340	00040001.m4a	JPP632000340	low_performing
00044742.m4a	Jessie Reyez	USUG11801519	00044742.m4a	USUG11801519	low_performing
00056741.m4a	Why Don't We	USAT21906098	00056741.m4a	USAT21906098	low_performing
00064245.m4a	FEVER 333	NLA322000225	00064245.m4a	NLA322000225	low_performing
00060700.m4a	Kiiara	USAT21902337	00060700.m4a	USAT21902337	low_performing
00054398.m4a	Abel	QZDA61830748	00054398.m4a	QZDA61830748	low_performing
00043582.m4a	Molly Rainford	GBKPL1832440	00043582.m4a	GBKPL1832440	low_performing
00038044.m4a	T3R Elemento, Gerardo Ortiz	USE7D1800127	00038044.m4a	USE7D1800127	low_performing
00048441.m4a	Rubber Jaw	UKQCU1800007	00048441.m4a	UKQCU1800007	low_performing
00037583.m4a	DigDat	GBARL1901274	00037583.m4a	GBARL1901274	low_performing
00048214.m4a	Gabby Barrett	USWB12001015	00048214.m4a	USWB12001015	low_performing
00058351.m4a	Wes Period	USUM71917663	00058351.m4a	USUM71917663	low_performing
00057395.m4a	Maroon 5	USUM71913350	00057395.m4a	USUM71913350	high_performing
00040895.m4a	D Smoke, Jackie Gouche	USUYG1294255	00040895.m4a	USUYG1294255	low_performing
00045620.m4a	Paper Beat Scissors	CAUJ21800048	00045620.m4a	CAUJ21800048	low_performing
00049398.m4a	Jeff Parker	QM84B1930011	00049398.m4a	QM84B1930011	low_performing
00037897.m4a	Ruede Hagelstein, Amin Fallaha	DEPL91801040	00037897.m4a	DEPL91801040	low_performing
00063017.m4a	lovemedo	TCAEE1996939	00063017.m4a	TCAEE1996939	low_performing
00039222.m4a	Joe Turner	UKRFZ1900013	00039222.m4a	UKRFZ1900013	low_performing
00055464.m4a	CHAII	NZBJ42000031	00055464.m4a	NZBJ42000031	low_performing
00045938.m4a	Preston Harward	TCAEM1996848	00045938.m4a	TCAEM1996848	low_performing
00064720.m4a	BUIJ	TCADS1865750	00064720.m4a	TCADS1865750	low_performing
00054070.m4a	SuperParka	FRU702000012	00054070.m4a	FRU702000012	low_performing
00049469.m4a	Charlotte Lawrence	USAT21906290	00049469.m4a	USAT21906290	low_performing
00054387.m4a	Allysha Joy	GBVTB1825004	00054387.m4a	GBVTB1825004	low_performing
00052270.m4a	John Prine	USA2A2005601	00052270.m4a	USA2A2005601	low_performing
00046213.m4a	Gibarian	QZES81917650	00046213.m4a	QZES81917650	low_performing
00066060.m4a	Internet Money, Lil Tecca, A Boogie Wit da Hoodie	QZJ841900026	00066060.m4a	QZJ841900026	high_performing
00041128.m4a	Skalpel	PL42G1900001	00041128.m4a	PL42G1900001	low_performing
00038602.m4a	Sabrina Carpenter	USHR11838467	00038602.m4a	USHR11838467	high_performing
00043625.m4a	Ichon	FR9W12013161	00043625.m4a	FR9W12013161	low_performing
00061483.m4a	Lévyne	NZAM01902356	00061483.m4a	NZAM01902356	low_performing
00067812.m4a	Chrissy Metz	USUM72006330	00067812.m4a	USUM72006330	low_performing
00041115.m4a	Lele Pons, Fuego	USUM71901756	00041115.m4a	USUM71901756	high_performing
00045602.m4a	Glowe	GBEFR1609016	00045602.m4a	GBEFR1609016	low_performing
00065519.m4a	Pouya, Juicy J	TCAEG1934173	00065519.m4a	TCAEG1934173	low_performing
00069646.m4a	KAM-BU	GBKPL2006380	00069646.m4a	GBKPL2006380	low_performing
00063842.m4a	Greg Cameo	CAKWN1900001	00063842.m4a	CAKWN1900001	low_performing
00069616.m4a	Corridor	USSUB1932701	00069616.m4a	USSUB1932701	low_performing
00054250.m4a	Rheinzand	DKAZ71934102	00054250.m4a	DKAZ71934102	low_performing
00071734.m4a	Isabelle Brown	QZD5H1800060	00071734.m4a	QZD5H1800060	low_performing
00037710.m4a	Alessia Cara	USUM71809770	00037710.m4a	USUM71809770	low_performing
00061476.m4a	Foliage	SE5751929969	00061476.m4a	SE5751929969	low_performing
00055479.m4a	PERCASSETTE, BELLSAINT	US92U1900647	00055479.m4a	US92U1900647	low_performing
00052705.m4a	Sophia Messa	USQX92001494	00052705.m4a	USQX92001494	low_performing
00056704.m4a	Enrique Iglesias, Pitbull, Darell	USRC11802524	00056704.m4a	USRC11802524	low_performing
00053089.m4a	The Last Dinosaur, Amy Acre	GB45A2002186	00053089.m4a	GB45A2002186	low_performing
00054061.m4a	Reed Gaines, Sabel	QZFZ22039549	00054061.m4a	QZFZ22039549	low_performing
00053741.m4a	Extra Terrestrial, Desert Sound Colony	GB9TP1900783	00053741.m4a	GB9TP1900783	low_performing
00059538.m4a	Christian Leave	USWB12001229	00059538.m4a	USWB12001229	low_performing
00059585.m4a	Louis The Child, Vera Blue	USUM72009439	00059585.m4a	USUM72009439	high_performing
00058185.m4a	Marshall Jefferson, Solardo	USUS11900546	00058185.m4a	USUS11900546	low_performing
00039091.m4a	Buster Williams	QMCAL1800016	00039091.m4a	QMCAL1800016	low_performing
00050825.m4a	Holdan	FR96X1936944	00050825.m4a	FR96X1936944	low_performing
00045785.m4a	Omar Apollo	USWB12003795	00045785.m4a	USWB12003795	low_performing
00040397.m4a	Whitney Rose	CAMHO1900003	00040397.m4a	CAMHO1900003	low_performing
00037916.m4a	Tinlicker	GBTDG1301648	00037916.m4a	GBTDG1301648	low_performing
00059951.m4a	Island Fox	GBKPL1814143	00059951.m4a	GBKPL1814143	low_performing
00046889.m4a	Taylor Knox, Peter Dreimanis, Leah Fay	CAM371702483	00046889.m4a	CAM371702483	low_performing
00055410.m4a	Florence + The Machine	GBUM72001751	00055410.m4a	GBUM72001751	high_performing
00041121.m4a	DaVido, Chris Brown	GBARL1900814	00041121.m4a	GBARL1900814	high_performing
00038426.m4a	Jai Paul	GBBKS1100350	00038426.m4a	GBBKS1100350	low_performing
00043147.m4a	Jessy Wilson	USFQJ1800003	00043147.m4a	USFQJ1800003	low_performing
00038207.m4a	Dua Saleh, Kim Tee	QM24S1922483	00038207.m4a	QM24S1922483	low_performing
00073456.m4a	gianni & kyle	QM24S1902043	00073456.m4a	QM24S1902043	low_performing
00068602.m4a	Sam Goodwill	USA2B1901421	00068602.m4a	USA2B1901421	low_performing
00062413.m4a	ANNALIA	QZ93L2028425	00062413.m4a	QZ93L2028425	low_performing
00038886.m4a	Tom The Mail Man	TCAEZ2008489	00038886.m4a	TCAEZ2008489	low_performing
00066430.m4a	Lamellen	NLTH61900008	00066430.m4a	NLTH61900008	low_performing
00060815.m4a	Elyanna	USUYG1281805	00060815.m4a	USUYG1281805	low_performing
00052344.m4a	Jonas Blue	GBUM71903242	00052344.m4a	GBUM71903242	high_performing
00059152.m4a	Little Big Town	USUG11903209	00059152.m4a	USUG11903209	low_performing
00050611.m4a	Dinah Jane	GBKPL1944408	00050611.m4a	GBKPL1944408	low_performing
00043953.m4a	Julie Bergan	NOAGW1900096	00043953.m4a	NOAGW1900096	low_performing
00072058.m4a	East Man, Ny Ny	USA2B2056994	00072058.m4a	USA2B2056994	low_performing
00054971.m4a	NF	USUM71910916	00054971.m4a	USUM71910916	high_performing
00043278.m4a	SLO	GBKPL1944523	00043278.m4a	GBKPL1944523	low_performing
00053243.m4a	LYAM	UKQY81800014	00053243.m4a	UKQY81800014	low_performing
00074350.m4a	GIRLS TAPE STORE	TCJPJ1902481	00074350.m4a	TCJPJ1902481	low_performing
00064273.m4a	Lauv	GBKPL1951882	00064273.m4a	GBKPL1951882	high_performing
00065224.m4a	George Ezra	GBARL1701372	00065224.m4a	GBARL1701372	low_performing
00039253.m4a	Intelligency	RUA592000667	00039253.m4a	RUA592000667	high_performing
00053662.m4a	Tory Lanez, T-Pain	USUM71922072	00053662.m4a	USUM71922072	high_performing
00060954.m4a	Post Malone	USUM71805169	00060954.m4a	USUM71805169	high_performing
00056602.m4a	Shablo, Geolier, Sfera Ebbasta	ITUM72000610	00056602.m4a	ITUM72000610	low_performing
00041158.m4a	Samuel L Session	NLF711805796	00041158.m4a	NLF711805796	low_performing
00062748.m4a	Manuel Turizo	QZDYA1800021	00062748.m4a	QZDYA1800021	high_performing
00059836.m4a	Claire Ernst	TCAEP1901101	00059836.m4a	TCAEP1901101	low_performing
00042833.m4a	Driveways	USDY42068775	00042833.m4a	USDY42068775	low_performing
00043038.m4a	Barny Fletcher	GBKPL1934642	00043038.m4a	GBKPL1934642	low_performing
00073573.m4a	Brighton	QM24S1920144	00073573.m4a	QM24S1920144	low_performing
00053944.m4a	IZACK HUNT	QZFZ72091001	00053944.m4a	QZFZ72091001	low_performing
00074506.m4a	Ricardo Montaner	USSD11800308	00074506.m4a	USSD11800308	low_performing
00068202.m4a	Laura Zocca	GBMA22052353	00068202.m4a	GBMA22052353	low_performing
00049094.m4a	Ben Hauke	GBDCR1800151	00049094.m4a	GBDCR1800151	low_performing
00056761.m4a	Higher Brothers, DJ Snake	USUG11800647	00056761.m4a	USUG11800647	low_performing
00038963.m4a	Paco Sala	DERK91931206	00038963.m4a	DERK91931206	low_performing
00043123.m4a	Ari PenSmith, Jonah Christian	QM24S2008228	00043123.m4a	QM24S2008228	low_performing
00055797.m4a	Barnt	DEEC31900168	00055797.m4a	DEEC31900168	low_performing
00071705.m4a	Lfalfa	AUBEC1816165	00071705.m4a	AUBEC1816165	low_performing
00047361.m4a	Golden Features	AUWA01800032	00047361.m4a	AUWA01800032	low_performing
00060763.m4a	UMI	QZES91922699	00060763.m4a	QZES91922699	low_performing
00048343.m4a	Jordana	QM5BK1900352	00048343.m4a	QM5BK1900352	low_performing
00047446.m4a	Sebastian Yatra	USUM71903643	00047446.m4a	USUM71903643	low_performing
00054028.m4a	Brimheim	DKR642001101	00054028.m4a	DKR642001101	low_performing
00043626.m4a	Chrissy	GBEWA1904394	00043626.m4a	GBEWA1904394	low_performing
00058070.m4a	Albert Hammond Jr	USP6L1900383	00058070.m4a	USP6L1900383	low_performing
00061646.m4a	Logic	USUM72014321	00061646.m4a	USUM72014321	high_performing
00073237.m4a	Nimo, Capo	DEUM71807241	00073237.m4a	DEUM71807241	low_performing
00041118.m4a	YSN Flow, Osibih	USUM72017059	00041118.m4a	USUM72017059	low_performing
00059059.m4a	Carly Pearce	USCJY2044183	00059059.m4a	USCJY2044183	low_performing
00041901.m4a	The Brave	AUI441800219	00041901.m4a	AUI441800219	low_performing
00043863.m4a	dyme	TCAEI1906788	00043863.m4a	TCAEI1906788	low_performing
00048658.m4a	Enjune	QM24S1912936	00048658.m4a	QM24S1912936	low_performing
00058100.m4a	Princess Nokia	GBCVZ1800024	00058100.m4a	GBCVZ1800024	low_performing
00043617.m4a	Eves Karydas	AUUM72000210	00043617.m4a	AUUM72000210	low_performing
00065521.m4a	Ellie Goulding, Don Diablo	GBUM71902474	00065521.m4a	GBUM71902474	low_performing
00050713.m4a	Jeremy Renner	GBKPL1956374	00050713.m4a	GBKPL1956374	low_performing
00055551.m4a	Kane Brown	USRN11900068	00055551.m4a	USRN11900068	low_performing
00057630.m4a	Vanilla Moon	QZFYW1998687	00057630.m4a	QZFYW1998687	low_performing
00040057.m4a	Nicki Minaj	USCM51800075	00040057.m4a	USCM51800075	high_performing
00046430.m4a	Mon Laferte	MXUM71801770	00046430.m4a	MXUM71801770	low_performing
00057838.m4a	Grady	QMDGQ1500404	00057838.m4a	QMDGQ1500404	low_performing
00068969.m4a	Morgan Clae	QZES92032111	00068969.m4a	QZES92032111	low_performing
00062952.m4a	ilyTOMMY	QMCE32000050	00062952.m4a	QMCE32000050	low_performing
00049087.m4a	Deed	TCADX1885690	00049087.m4a	TCADX1885690	low_performing
00061560.m4a	Marc Bianco, Folamour	FR59R1940222	00061560.m4a	FR59R1940222	low_performing
00048850.m4a	Phoenix Troy, Kan Sano	GBMJG2008977	00048850.m4a	GBMJG2008977	low_performing
00065994.m4a	Los Solteroski	QZHN91960664	00065994.m4a	QZHN91960664	low_performing
00060848.m4a	Gabrielle	GBARA0100008	00060848.m4a	GBARA0100008	high_performing
00039940.m4a	Ana Guerra	ES5701801233	00039940.m4a	ES5701801233	low_performing
00044703.m4a	Grace Turner	AUBEC1820591	00044703.m4a	AUBEC1820591	low_performing
00047674.m4a	Djouher, Takoba	QZES62088197	00047674.m4a	QZES62088197	low_performing
00041093.m4a	Cape Francis	QM6P41818089	00041093.m4a	QM6P41818089	low_performing
00038654.m4a	Dee Mad	TCADS1877288	00038654.m4a	TCADS1877288	low_performing
00073592.m4a	mxmtoon	GBKPL2082105	00073592.m4a	GBKPL2082105	high_performing
00070618.m4a	Tomás Tello	FRIDO1910907	00070618.m4a	FRIDO1910907	low_performing
00051873.m4a	Bryony Williams	UKA8S2000320	00051873.m4a	UKA8S2000320	low_performing
00061586.m4a	Your Dream Coat	US2391700601	00061586.m4a	US2391700601	low_performing
00055475.m4a	DIIV	QMMZN1901881	00055475.m4a	QMMZN1901881	low_performing
00071599.m4a	Bruce Springsteen	USSM11901018	00071599.m4a	USSM11901018	low_performing
