id,song,artist,title_key,artist_key,isrc,playlist_cummulative,highlow
00069241.m4a,Tillfälligheter,Veronica Maggio,tillfalligheter,veronicamaggio,SEUM71900174,162,0
00046658.m4a,Enemy,Sandro Cavazza,enemy,sandrocavazza,SEUM71900176,219,0
00071617.m4a,We’re The Same‬‬,"Vigiland, Alexander Tidebrink",werethesame,vigiland,SEUM71900204,229,0
00052218.m4a,I Miss Myself (with HRVY),"NOTD, HRVY",imissmyselfwithhrvy,notd,SEUM71900229,334,1
00049320.m4a,Glad He's Gone,Tove Lo,gladhesgone,tovelo,SEUM71900322,565,1
00051875.m4a,I Can Do Better,LOVA,icandobetter,lova,SEUM71900343,122,0
00039878.m4a,Bad as the Boys,"Tove Lo, ALMA",badastheboys,tovelo,SEUM71900588,438,1
00067452.m4a,Sweettalk my Heart,Tove Lo,sweettalkmyheart,tovelo,SEUM71900589,498,1
00063112.m4a,Really don’t like u,"Tove Lo, Kylie Minogue",reallydontlikeu,tovelo,SEUM71900596,431,1
00054122.m4a,Keep You Mine,"NOTD, SHY Martin",keepyoumine,notd,SEUM71900729,377,1
00071183.m4a,Wanted,"NOTD, Daya",wanted,notd,SEUM71901005,388,1
00055115.m4a,Let Him Go,"JUNG, Clara Mae",lethimgo,jung,SEUM71901012,151,0
00042225.m4a,Call Me Up,JUNG,callmeup,jung,SEUM71901469,125,0
00057810.m4a,Mitten av september,Hov1,mittenavseptember,hov1,SEUM71901480,163,0
00048311.m4a,Forever Yours - Avicii Tribute,"Kygo, Avicii, Sandro Cavazza",foreveryoursaviciitribute,kygo,SEUM71901489,1582,1
00053634.m4a,Jealous Of My Friends,LOVA,jealousofmyfriends,lova,SEUM71901490,204,0
00040786.m4a,Bikini Porn,Tove Lo,bikiniporn,tovelo,SEUM72000001,433,1
00061021.m4a,Own Worst Enemy,LOVA,ownworstenemy,lova,SEUM72000271,115,0
00048944.m4a,Gav Allt,"Jireel, Victor Leksell, Reyn",gavallt,jireel,SEUM72000347,169,0
00051971.m4a,I Don't Know Why,"NOTD, Astrid S",idontknowwhy,notd,SEUM72000451,594,1
00074175.m4a,sadder badder cooler,Tove Lo,sadderbaddercooler,tovelo,SEUM72000520,400,1
00040888.m4a,Black Converse,LOVA,blackconverse,lova,SEUM72000593,244,0
00064270.m4a,Sad Child,"Sandro Cavazza, Brother Leo",sadchild,sandrocavazza,SEUM72000694,284,1
00053529.m4a,I’m Ready,Maia Wright,imready,maiawright,SEUM72000753,108,0
00044126.m4a,Cry Dancing,"NOTD, Nina Nesbitt",crydancing,notd,SEUM72000789,386,1
00060454.m4a,One Day Left,LOVA,onedayleft,lova,SEUM72000982,188,0
00039750.m4a,Back,Archi & Pelago,back,archipelago,SEVGT1900002,14,0
00041091.m4a,Bloodhound,Skott,bloodhound,skott,SEVGT1900104,71,0
00053284.m4a,Into the Fog,Mio's Mountain,intothefog,miosmountain,SEVJH1902401,10,0
00051545.m4a,Hotel Walls,Smith & Thell,hotelwalls,smiththell,SEVJH1903501,188,0
00049571.m4a,Goliath,Smith & Thell,goliath,smiththell,SEVJH2000101,200,0
00072784.m4a,Year of the Young,Smith & Thell,yearoftheyoung,smiththell,SEVJH2001401,222,0
00043873.m4a,Couloir,Akureyri,couloir,akureyri,SEVMM1916001,3,0
00053014.m4a,In Need of Medicine,Smash Into Pieces,inneedofmedicine,smashintopieces,SEVWR1803801,35,0
00043212.m4a,Close to You,Wahlstedt,closetoyou,wahlstedt,SEVWR1804501,55,0
00067411.m4a,Sweet Dreams (Are Made of This),"Winati, Moonshine, Bellman, Louise CS",sweetdreamsaremadeofthis,winati,SEVWR1903901,132,0
00063056.m4a,Real Estate,Musicmusicmusic,realestate,musicmusicmusic,SEWAY2000101,2,0
00055800.m4a,Location Location Location,Musicmusicmusic,locationlocationlocation,musicmusicmusic,SEWAY2000102,4,0
00053461.m4a,It's Easy,Luke Potter,itseasy,lukepotter,SEWBD1810401,33,0
00037610.m4a,90's Kid,DREAMDNVR,90skid,dreamdnvr,SEWDL6144660,13,0
00055626.m4a,Lion,Hearts & Colors,lion,heartscolors,SEWDL6144703,84,0
00052430.m4a,I Wouldn't Know,Benjamin Ingrosso,iwouldntknow,benjaminingrosso,SEWEE1801301,135,0
00052649.m4a,IMPRINT,FELIX SANDMAN,imprint,felixsandman,SEWEE1801601,119,0
00038428.m4a,All Night Long (All Night) - Recorded at Spotify Studios Stockholm,Benjamin Ingrosso,allnightlongallnightrecordedatspotifystudiosstockholm,benjaminingrosso,SEWEE1900901,284,1
00043854.m4a,Costa Rica,Benjamin Ingrosso,costarica,benjaminingrosso,SEWEE1902501,228,0
00059064.m4a,Next Mistake,Icona Pop,nextmistake,iconapop,SEWEE1902601,198,0
00065052.m4a,Shampoo,Benjamin Ingrosso,shampoo,benjaminingrosso,SEWEE2009301,298,1
00066552.m4a,Starcrossed,20 Milk,starcrossed,20milk,SEWEE2009501,31,0
00055063.m4a,Lemon,Mopiano,lemon,mopiano,SEWEE2010102,3,0
00047688.m4a,Feels In My Body,Icona Pop,feelsinmybody,iconapop,SEWEE2010601,400,1
00066328.m4a,Spa,"Icona Pop, Sofi Tukker",spa,iconapop,SEWEE2012501,468,1
00058083.m4a,Morning Lights,Sam Florian,morninglights,samflorian,SEWGI1802301,11,0
00060562.m4a,One Thing,Tilda Austen,onething,tildaausten,SEWHM1800801,27,0
00055788.m4a,Loafers,Peg Parnevik,loafers,pegparnevik,SEWHM1801001,90,0
00041586.m4a,Break Up a Bit,Peg Parnevik,breakupabit,pegparnevik,SEWHM1801601,49,0
00049734.m4a,Goodbye Boy,Peg Parnevik,goodbyeboy,pegparnevik,SEWHM1900201,103,0
00037345.m4a,27 Sorries,Peg Parnevik,27sorries,pegparnevik,SEWHM1900701,87,0
00051406.m4a,Honey - Single Edit,Robyn,honeysingleedit,robyn,SEWKZ1800017,233,0
00051679.m4a,Human Being,"Robyn, Zhala",humanbeing,robyn,SEWKZ1800023,62,0
00046840.m4a,Ever Again,Robyn,everagain,robyn,SEWKZ1800028,293,1
00040212.m4a,Beach2k20 - Yaeji Remix,"Robyn, Yaeji",beach2k20yaejiremix,robyn,SEWKZ1900012,87,0
00070564.m4a,Utan Vilja,Samuel Hällkvist,utanvilja,samuelhallkvist,SEXBF2000302,5,0
00073056.m4a,You're Somebody Else,flora cash,youresomebodyelse,floracash,SEXCG1700102,45,0
00062997.m4a,Rave in the Grave,"AronChupa, Little Sis Nora",raveinthegrave,aronchupa,SEYOK1800101,254,0
00043827.m4a,Corner Store,Punk Adams,cornerstore,punkadams,SEYOK1808485,4,0
00071280.m4a,Wasting Time,Young Scum,wastingtime,youngscum,SEYOK1825488,17,0
00042572.m4a,Carson McCullers,Trust Fund,carsonmccullers,trustfund,SEYOK1826606,7,0
00074141.m4a,reasons,wished bone,reasons,wishedbone,SEYOK1826774,17,0
00041161.m4a,Blue Jungle,Natalie,bluejungle,natalie,SEYOK1828688,17,0
00065378.m4a,Silence,DRYX,silence,dryx,SEYOK1829156,2,0
00073885.m4a,lil bit,"happytree, late late",lilbit,happytree,SEYOK1831364,4,0
00065803.m4a,So Bad,John Concepcion,sobad,johnconcepcion,SEYOK1831613,6,0
00047099.m4a,F@%& With A Dime,FEYI,fwithadime,feyi,SEYOK1832048,5,0
00059687.m4a,Nostalgia,Michael Keith,nostalgia,michaelkeith,SEYOK1833265,4,0
00043061.m4a,Chubby,Babe Parade,chubby,babeparade,SEYOK1834360,1,0
00066278.m4a,Sounds Good,Lexus,soundsgood,lexus,SEYOK1835123,2,0
00041647.m4a,Breathing Underwater,Morning Wars,breathingunderwater,morningwars,SEYOK1837321,5,0
00049980.m4a,Growing Pains,Florence Rose,growingpains,florencerose,SEYOK1840838,2,0
00043494.m4a,Come Through,SASS,comethrough,sass,SEYOK1841212,1,0
00037264.m4a,2 soon,keshi,2soon,keshi,SEYOK1844144,4,0
00064511.m4a,Saudade,Lowfaith,saudade,lowfaith,SEYOK1845443,3,0
00054872.m4a,Lavish Life,Water Monster,lavishlife,watermonster,SEYOK1845798,1,0
00063568.m4a,Right As Rain,Angus Gunn,rightasrain,angusgunn,SEYOK1846320,1,0
00061200.m4a,Palm Trees,Natalie,palmtrees,natalie,SEYOK1854460,10,0
00055881.m4a,Lonely Type,Wasuremono,lonelytype,wasuremono,SEYOK1861101,15,0
00038719.m4a,Amanda Bynes,Natalie,amandabynes,natalie,SEYOK1919093,12,0
00039085.m4a,Are You OK?,Wasuremono,areyouok,wasuremono,SEYOK1919721,47,0
00072686.m4a,XO,"KARAN, BOYINSPACE",xo,karan,SEYOK1921295,5,0
00055098.m4a,Let Go,All Better,letgo,allbetter,SEYOK1922278,9,0
00045175.m4a,Digitally,Valerie,digitally,valerie,SEYOK1924550,3,0
00056979.m4a,Mama Baba,ZEM,mamababa,zem,SEYOK1924718,25,0
00040319.m4a,Bedhead,Flower Face,bedhead,flowerface,SEYOK1925637,5,0
00048746.m4a,Fundi,Brijean,fundi,brijean,SEYOK1927516,14,0
00057340.m4a,Meet Me After Dark,Brijean,meetmeafterdark,brijean,SEYOK1927521,4,0
00072895.m4a,You Can Choose (Who Your Friends Are),Electric Zebra,youcanchoosewhoyourfriendsare,electriczebra,SEYOK1928466,6,0
00056778.m4a,Madera,red steppes,madera,redsteppes,SEYOK1929406,2,0
00072498.m4a,Won't Wait,ZEM,wontwait,zem,SEYOK1929427,15,0
00044068.m4a,Crows,Brutalligators,crows,brutalligators,SEYOK1933605,5,0
00064078.m4a,Rushing,Pure Shores,rushing,pureshores,SEYOK1935240,9,0
00073815.m4a,"im not psychic, obvs",All Cats Are Beautiful,imnotpsychicobvs,allcatsarebeautiful,SEYOK1936425,2,0
00051627.m4a,How Long Was I Gone?,Great Red,howlongwasigone,greatred,SEYOK1937713,2,0
00046207.m4a,Dutch Courage,Pit Pony,dutchcourage,pitpony,SEYOK2000526,27,0
00055468.m4a,Like A Fool,Pure Shores,likeafool,pureshores,SEYOK2001412,29,0
00041648.m4a,Breathless,Pearly Drops,breathless,pearlydrops,SEYOK2001908,12,0
00067750.m4a,Takes Two,Shylde,takestwo,shylde,SEYOK2002332,9,0
00067606.m4a,TRY MARTINI,"Canary Islands, Brian Hersey",trymartini,canaryislands,SEYTG1802504,3,0
00054026.m4a,Kabriman,Harmonious Thelonious,kabriman,harmoniousthelonious,SGA901988027,6,0
00040483.m4a,"Bessarabian Kid - The Cabas "" Cut Mix ""","Doanro, Paul Shvets, The Cabas",bessarabiankidthecabascutmix,doanro,SMA011700048,2,0
00049205.m4a,Gingerman,David Morales,gingerman,davidmorales,SMA022000046,7,0
00065696.m4a,Slow Motion,Hayley Taylor,slowmotion,hayleytaylor,TCACC1597213,9,0
00057844.m4a,Modern Flame,"Emmit Fenn, Yuna",modernflame,emmitfenn,TCACY1701714,141,0
00060899.m4a,Outlandish Poetica,Jonathan Something,outlandishpoetica,jonathansomething,TCACY1787455,8,0
00066636.m4a,Stay On The Gospel Side,The Blind Boys Of Alabama,stayonthegospelside,theblindboysofalabama,TCADC1766045,79,0
00052995.m4a,In My Head,Peter Manos,inmyhead,petermanos,TCADC1791536,12,0
00044380.m4a,Daddy Issues,Pouya,daddyissues,pouya,TCADH1743342,39,0
00055135.m4a,Let It Slide,Tee Krispil,letitslide,teekrispil,TCADJ1725978,2,0
00044255.m4a,D'Evils,SiR,devils,sir,TCADJ1779064,161,0
00053140.m4a,Infatuated,Jesus Honcho,infatuated,jesushoncho,TCADK1790489,36,0
00066476.m4a,Spotlight,"Marshmello, Lil Peep",spotlight,marshmello,TCADL1806966,999,1
00055108.m4a,Let Go,The Undercover Dream Lovers,letgo,theundercoverdreamlovers,TCADL1807088,49,0
00042302.m4a,Can I Call You Tonight?,Dayglow,canicallyoutonight,dayglow,TCADL1825079,397,1
00069008.m4a,This City,Sam Fischer,thiscity,samfischer,TCADL1840559,237,0
00065390.m4a,Silos,Cautious Clay,silos,cautiousclay,TCADL1872908,11,0
00051409.m4a,Honey Dew,LION BABE,honeydew,lionbabe,TCADL1880810,65,0
00071591.m4a,West Coast,Yam Haus,westcoast,yamhaus,TCADL1884248,4,0
00067003.m4a,Subliminal,SUMR CAMP,subliminal,sumrcamp,TCADL1888927,20,0
00066640.m4a,Stay Patient,Montell Fish,staypatient,montellfish,TCADM1813588,9,0
00061638.m4a,Perfect for U,"SqueakPIVOT, Xone White",perfectforu,squeakpivot,TCADM1844874,1,0
00060145.m4a,Off and On,SALES,offandon,sales,TCADM1894086,67,0
00039019.m4a,Apollo,Sweepz,apollo,sweepz,TCADN1812878,9,0
00065194.m4a,Shoe Box,Small Hours,shoebox,smallhours,TCADN1833258,18,0
00054561.m4a,LSD,Ghastly,lsd,ghastly,TCADN1834934,77,0
00048140.m4a,Fly,"Marshmello, Leah Culver",fly,marshmello,TCADN1845399,416,1
00051888.m4a,I Can't Feel,"James Colt, convolk",icantfeel,jamescolt,TCADO1817573,5,0
00044951.m4a,Desert,BLACKTOP QUEEN,desert,blacktopqueen,TCADO1829224,7,0
00039887.m4a,Badangadang,Tee Krispil,badangadang,teekrispil,TCADO1842750,6,0
00059894.m4a,Nr 17,Syclops,nr17,syclops,TCADO1845123,2,0
00066412.m4a,Speed of Light,Asiah,speedoflight,asiah,TCADO1860597,1,0
00058209.m4a,Moves,LAZz,moves,lazz,TCADO1867509,7,0
00041263.m4a,Body,Jordana,body,jordana,TCADO1870970,8,0
00048682.m4a,Fuck a Bomb,Hey Steve,fuckabomb,heysteve,TCADO1885344,10,0
00060605.m4a,One,VHS Collection,one,vhscollection,TCADO1899799,80,0
00061624.m4a,Perfect Mess,"Erik Frank, Miss Mary",perfectmess,erikfrank,TCADP1807575,13,0
00040906.m4a,Black Mamba,Ghastly,blackmamba,ghastly,TCADP1809338,20,0
00046508.m4a,Elevated,"Wande, Poetics, Byron Juane",elevated,wande,TCADP1816547,19,0
00048598.m4a,Friends,The Kava Kings,friends,thekavakings,TCADP1822954,3,0
00037304.m4a,222,El'Naturale,222,elnaturale,TCADP1828366,4,0
00055053.m4a,Lemme See U,"Ghastly, Crankdat",lemmeseeu,ghastly,TCADP1834891,49,0
00061510.m4a,Peace of Mind,Laarsen,peaceofmind,laarsen,TCADP1842310,13,0
00059205.m4a,Njne1 (Not Just Anyone),SVĒ,njne1notjustanyone,sve,TCADP1843830,6,0
00057565.m4a,Midnight Drive,Michael Hakim,midnightdrive,michaelhakim,TCADP1844715,2,0
00059600.m4a,Nobody's Ting,NDAI,nobodysting,ndai,TCADP1849945,5,0
00047190.m4a,FaLL BacK,PxRRY,fallback,pxrry,TCADP1852466,3,0
00054057.m4a,Karma,"JESUS CMPLXX, Sway Clarke",karma,jesuscmplxx,TCADP1856558,5,0
00058783.m4a,Needle and Thread,Ages and Ages,needleandthread,agesandages,TCADP1857841,23,0
00064754.m4a,Secret Admirer,BARBUDO,secretadmirer,barbudo,TCADP1861806,28,0
00057921.m4a,Money Ties,Ching,moneyties,ching,TCADP1868720,5,0
00067511.m4a,Synchronicity,Free Love,synchronicity,freelove,TCADP1869519,8,0
00068763.m4a,The Unknown,BONNIE X CLYDE,theunknown,bonniexclyde,TCADP1871048,40,0
00072643.m4a,Wrong Guy,MĀX,wrongguy,max,TCADP1871369,2,0
00046958.m4a,Everything Will Be Okay,"gny, Liana",everythingwillbeokay,gny,TCADP1874022,7,0
00070001.m4a,Turn Back,"Grei, VÂN SCOTT",turnback,grei,TCADP1877877,4,0
00043862.m4a,Cough,worlds greatest dad,cough,worldsgreatestdad,TCADP1885670,6,0
00069143.m4a,Through the Night,"Slushii, Miku Hatsune",throughthenight,slushii,TCADP1886639,45,0
00068970.m4a,Think of Me,Ryan Brinnand,thinkofme,ryanbrinnand,TCADP1889004,9,0
00045342.m4a,Dímelo,Paulo Londra,dimelo,paulolondra,TCADP1891712,33,0
00060544.m4a,One Shot,"Leo, Jai",oneshot,leo,TCADP1893664,2,0
00048928.m4a,Gary,"HMLT, TiKA",gary,hmlt,TCADP1893743,4,0
00069197.m4a,Ticket to Go,Pediko,tickettogo,pediko,TCADP1894730,44,0
00065361.m4a,Signs,"p-rallel, Yiigaa, Finn Foxell",signs,prallel,TCADQ1809526,8,0
00066171.m4a,Sometimes,Goth Babe,sometimes,gothbabe,TCADQ1813156,36,0
00048180.m4a,Follow,Drinker,follow,drinker,TCADQ1813507,15,0
00072024.m4a,White Jeans,SALES,whitejeans,sales,TCADQ1818690,50,0
00051080.m4a,Higher,"Korky Buchek, Kymie",higher,korkybuchek,TCADQ1819707,4,0
00067629.m4a,Table for One,Ego Ella May,tableforone,egoellamay,TCADQ1820757,5,0
00042170.m4a,Caged Up,rhetorik,cagedup,rhetorik,TCADQ1822583,5,0
00063978.m4a,Run Away,barnacle boi,runaway,barnacleboi,TCADQ1831195,4,0
00041006.m4a,Bleed Me Clean,Ivy Wood,bleedmeclean,ivywood,TCADQ1831774,2,0
00043906.m4a,Cover It Up,Lodola,coveritup,lodola,TCADQ1832703,6,0
00045548.m4a,Don't Fade Away,Kid Rose,dontfadeaway,kidrose,TCADQ1841073,9,0
00063998.m4a,Run Up the Band,"Caliray1k, Blue",runuptheband,caliray1k,TCADQ1841103,1,0
00065915.m4a,Soft Spoken,Naia Izumi,softspoken,naiaizumi,TCADQ1841653,11,0
00050304.m4a,Hang Up!,Zach Benson,hangup,zachbenson,TCADQ1843232,2,0
00071633.m4a,What Am I Supposed to Do,Kashif,whatamisupposedtodo,kashif,TCADQ1847317,2,0
00060270.m4a,Old niggas,YBN Cordae,oldniggas,ybncordae,TCADQ1849797,161,0
00060596.m4a,One of the Girls,Otha,oneofthegirls,otha,TCADQ1855325,41,0
00071960.m4a,Where the City Meets the Sea,The Belafontes,wherethecitymeetsthesea,thebelafontes,TCADQ1858891,5,0
00047395.m4a,False Direction,Dayglow,falsedirection,dayglow,TCADQ1861725,11,0
00062354.m4a,Primavera Feel,Mama Kokomo,primaverafeel,mamakokomo,TCADQ1864681,5,0
00066890.m4a,Strawberry Hill,The High Curbs,strawberryhill,thehighcurbs,TCADQ1873560,2,0
00039193.m4a,At Home,Slow Pulp,athome,slowpulp,TCADQ1876384,37,0
00057705.m4a,Miracle Caught on Camera,ICELANDIA,miraclecaughtoncamera,icelandia,TCADQ1886152,5,0
00064589.m4a,Say It's Mine,Motion,sayitsmine,motion,TCADQ1891863,7,0
00060101.m4a,Ocean,dontask,ocean,dontask,TCADR1800866,13,0
00049677.m4a,Good Ole Urns,Pioneer 11,goodoleurns,pioneer11,TCADR1806244,2,0
00064089.m4a,S T R E T C H,Orion Sun,stretch,orionsun,TCADR1812713,3,0
00049379.m4a,Glow,Singularis,glow,singularis,TCADR1817423,5,0
00056873.m4a,Make It Out Alive,Kenneth Whalum,makeitoutalive,kennethwhalum,TCADR1818310,5,0
00054942.m4a,Lean On,Teddy Glass,leanon,teddyglass,TCADR1818825,4,0
00042941.m4a,Chest Piece,Rome Hero Foxes,chestpiece,romeherofoxes,TCADR1819103,4,0
00063786.m4a,Rollercoaster,Ivy Sole,rollercoaster,ivysole,TCADR1826980,11,0
00056471.m4a,Loving You,Amber Simone,lovingyou,ambersimone,TCADR1837637,5,0
00069584.m4a,Too Pretty,Aysha Monet,toopretty,ayshamonet,TCADR1838296,3,0
00072984.m4a,You Need Space,Faze Wave,youneedspace,fazewave,TCADR1839171,4,0
00072089.m4a,Who We Are?,"GATTÜSO, xoxomyah",whoweare,gattuso,TCADR1840411,22,0
00057255.m4a,Me Rindo,"Santana the Golden Boy, Amenazzy, Noriel",merindo,santanathegoldenboy,TCADR1841360,75,0
00047306.m4a,Fake,Kwaku,fake,kwaku,TCADR1847204,6,0
00048293.m4a,Forever Always,"Peter CottonTale, Rex Orange County, Chance the Rapper, Daniel Caesar, Madison Ryann Ward, Yebba",foreveralways,petercottontale,TCADR1849826,182,0
00065469.m4a,Sinking Ship,Amuse,sinkingship,amuse,TCADR1855075,3,0
00072244.m4a,Wildflower,King Kuda,wildflower,kingkuda,TCADR1855359,7,0
00044216.m4a,Cut Through Me,"moak, Hydra",cutthroughme,moak,TCADR1866506,3,0
00066572.m4a,Stars,Marshmello,stars,marshmello,TCADR1866826,57,0
00037803.m4a,A l'Ammoniaque,PNL,alammoniaque,pnl,TCADR1895025,81,0
00070457.m4a,Up 2 U,Chec,up2u,chec,TCADS1803002,9,0
00059704.m4a,Not Bad,The Lulls,notbad,thelulls,TCADS1806725,5,0
00053136.m4a,Indigo,Kan Wakan,indigo,kanwakan,TCADS1823526,22,0
00048886.m4a,Game of Video,Meresha,gameofvideo,meresha,TCADS1830109,127,0
00067006.m4a,Subtle Kick,Con Davison,subtlekick,condavison,TCADS1832869,5,0
00055227.m4a,Let's Fly,Asa Buchanon,letsfly,asabuchanon,TCADS1834697,7,0
00062930.m4a,Raincheck,Lotushalves,raincheck,lotushalves,TCADS1835427,9,0
00047493.m4a,Fast as You Can,Joyeur,fastasyoucan,joyeur,TCADS1836546,5,0
00065581.m4a,Skyline Park,Nosta,skylinepark,nosta,TCADS1841591,1,0
00071257.m4a,Wasted Youth,Blue Velvet,wastedyouth,bluevelvet,TCADS1843698,5,0
00066136.m4a,Something Pretty,Chidi Himself,somethingpretty,chidihimself,TCADS1843742,2,0
00067818.m4a,Talking,Wesley Jensen and The Penny Arcade,talking,wesleyjensenandthepennyarcade,TCADS1845859,2,0
00052016.m4a,I Don't,LX Mason,idont,lxmason,TCADS1847125,6,0
00060836.m4a,Out Loud,Brooke Aulani,outloud,brookeaulani,TCADS1851470,9,0
00059778.m4a,Nothing 2 Lose,Maesu,nothing2lose,maesu,TCADS1857121,4,0
00046085.m4a,Drone,Kent Loon,drone,kentloon,TCADS1861741,4,0
00054721.m4a,Lames,"Blvc Svnd, One Who May Ascend",lames,blvcsvnd,TCADS1861825,2,0
00040644.m4a,Between Me and You,Miya King,betweenmeandyou,miyaking,TCADS1865450,2,0
00064720.m4a,Seakill,BUIJ,seakill,buij,TCADS1865750,3,0
00048388.m4a,Fountain of Youth,Why Khaliq,fountainofyouth,whykhaliq,TCADS1867128,6,0
00049076.m4a,Get Up,TiKA,getup,tika,TCADS1869075,11,0
00068801.m4a,The Way That You Move,Kwaku Asante,thewaythatyoumove,kwakuasante,TCADS1870358,12,0
00043377.m4a,Colder,"Acey, Gin & Tonic",colder,acey,TCADS1870771,10,0
00063517.m4a,Ricochet,Albert Posis,ricochet,albertposis,TCADS1871848,3,0
00038654.m4a,Along With You,Dee Mad,alongwithyou,deemad,TCADS1877288,20,0
00072024.m4a,White Jeans,SALES,whitejeans,sales,TCADS1878922,13,0
00041639.m4a,Breathe,Matinee,breathe,matinee,TCADS1888617,10,0
00057271.m4a,Me and My Girl,Tom Young,meandmygirl,tomyoung,TCADS1892721,1,0
00042953.m4a,Chica Paranormal,Paulo Londra,chicaparanormal,paulolondra,TCADS1893987,51,0
00058007.m4a,Moon Light,Lil Haiti,moonlight,lilhaiti,TCADS1896535,1,0
00063716.m4a,Rockaways,"Solomon Fox, Young Bull",rockaways,solomonfox,TCADS1896776,8,0
00066376.m4a,Spazz Out,Ilish,spazzout,ilish,TCADT1802458,2,0
00069554.m4a,Too Hot,"Jay Portal, DBLCRSS",toohot,jayportal,TCADT1817357,11,0
00048356.m4a,Forgiveness,Cassette Tapes,forgiveness,cassettetapes,TCADT1831026,10,0
00067182.m4a,Sun Tzu,Neenah,suntzu,neenah,TCADT1833976,3,0
00057329.m4a,Meditate,Vanessa,meditate,vanessa,TCADT1835424,10,0
00054354.m4a,Klinamen,Abe,klinamen,abe,TCADT1836049,1,0
00047707.m4a,Feels so Good,Good Posture,feelssogood,goodposture,TCADT1837529,8,0
00050887.m4a,Here for You,Fishing in Japan,hereforyou,fishinginjapan,TCADT1842776,7,0
00055531.m4a,Like That,Tully C,likethat,tullyc,TCADT1843576,3,0
00072174.m4a,Whyme,Diematt,whyme,diematt,TCADT1843795,1,0
00064801.m4a,See You,Rapta,seeyou,rapta,TCADT1850639,6,0
00047083.m4a,F Song,Strawberry Guy,fsong,strawberryguy,TCADT1853143,7,0
00061911.m4a,Plant Trees,Chappaqua Wrestling,planttrees,chappaquawrestling,TCADT1866661,6,0
00047501.m4a,Fate,Hermit and the Recluse,fate,hermitandtherecluse,TCADT1867511,8,0
00044613.m4a,Day from Night,Ages and Ages,dayfromnight,agesandages,TCADT1869158,4,0
00060073.m4a,Obsessive,Kid Disaster,obsessive,kiddisaster,TCADT1876281,5,0
00037614.m4a,91's,PNL,91s,pnl,TCADT1878472,26,0
00059826.m4a,Nothing in My Head,Richie Quake,nothinginmyhead,richiequake,TCADT1883645,22,0
00064958.m4a,Seven,Men I Trust,seven,menitrust,TCADT1887356,86,0
00051725.m4a,Hunny,"Meron T, Sey G",hunny,meront,TCADT1887602,4,0
00037593.m4a,836 East,Franky Jas,836east,frankyjas,TCADT1892554,6,0
00055739.m4a,Live or Die,Yunggoth✰,liveordie,yunggoth,TCADU1800635,6,0
00056911.m4a,Make Money Not Friends,"Lazy J, POETIK",makemoneynotfriends,lazyj,TCADU1804952,9,0
00057992.m4a,Mood,Lex Amor,mood,lexamor,TCADU1806339,3,0
00070811.m4a,Vlone,Valee,vlone,valee,TCADU1815530,1,0
00052296.m4a,I See You,Izzy,iseeyou,izzy,TCADU1832101,3,0
00043352.m4a,Cold Showers,Chelsea Cutler,coldshowers,chelseacutler,TCADU1868299,96,0
00071271.m4a,Wasting Away,Laser Background,wastingaway,laserbackground,TCADW1835342,2,0
00069067.m4a,This Time Is Up,Lightfoils,thistimeisup,lightfoils,TCADW1847236,9,0
00049437.m4a,Go for Broke,Store Front,goforbroke,storefront,TCADX1801813,3,0
00039726.m4a,Back Up,Sauce Boy Dre,backup,sauceboydre,TCADX1807740,2,0
00063580.m4a,Right Here,Tori Templet,righthere,toritemplet,TCADX1809526,2,0
00038210.m4a,Albatross,Paige Stark,albatross,paigestark,TCADX1818351,6,0
00048329.m4a,Forever,Wilmah,forever,wilmah,TCADX1827492,3,0
00058703.m4a,Natalie,Colourblind,natalie,colourblind,TCADX1828786,1,0
00052750.m4a,Idny,jasper,idny,jasper,TCADX1858832,6,0
00043400.m4a,Colorado,Kota the Friend,colorado,kotathefriend,TCADX1864760,20,0
00064397.m4a,Same Ways,Reeko Rieffe,sameways,reekorieffe,TCADX1868427,3,0
00039208.m4a,At the Topp,Getitman Fresh,atthetopp,getitmanfresh,TCADX1876153,1,0
00053867.m4a,Just 4 2Nite,CRANE TECHNIQUE,just42nite,cranetechnique,TCADX1879232,1,0
00057525.m4a,Mia Wallace,Jigitz,miawallace,jigitz,TCADX1882409,2,0
00049087.m4a,Get Your A,Deed,getyoura,deed,TCADX1885690,2,0
00073085.m4a,You,Zarion Uti,you,zarionuti,TCADX1895578,2,0
00064022.m4a,Runaway,Cheyenne Lavene,runaway,cheyennelavene,TCADY1812272,3,0
00048167.m4a,Fog Horn,Brother Bird,foghorn,brotherbird,TCADY1823496,1,0
00046319.m4a,Easy Boy,"GATTÜSO, Liquid Todd",easyboy,gattuso,TCADY1824450,18,0
00040682.m4a,Big Baaa,Marcus Ariah,bigbaaa,marcusariah,TCADY1837948,2,0
00041132.m4a,Blowin' Up My Phone,TELESCA,blowinupmyphone,telesca,TCADY1842094,1,0
00064629.m4a,"Say, Can You Hear",Men I Trust,saycanyouhear,menitrust,TCADY1845043,117,0
00072301.m4a,Winter Flow,Big Jest,winterflow,bigjest,TCADY1857760,5,0
00040845.m4a,Bitchuary,Shordie Shordie,bitchuary,shordieshordie,TCADZ1817476,5,0
00062420.m4a,Project Dreams,"Marshmello, Roddy Ricch",projectdreams,marshmello,TCADZ1825745,786,1
00055578.m4a,Lil Woke,Hunter Powell,lilwoke,hunterpowell,TCADZ1830919,11,0
