id,song,artist,timestamp,isrc,release_date,tags
00039823.m4a,Bad Girlfriend,Olivia Holt,2021-01-18T22:52:47.957Z,USHR11939101,2019-09-27T00:00:00.000Z,POP
00051173.m4a,Hochu,"Tomoyoshi Date, Stijn Hüwels",2021-01-18T22:52:47.957Z,DEX261900434,2019-04-18T00:00:00.000Z,AMBIENT
00049398.m4a,Go Away,Jeff Parker,2021-01-18T22:52:47.957Z,QM84B1930011,2020-01-05T00:00:00.000Z,JAZZ
00052599.m4a,I've Seen The Future,Blossoms,2021-01-18T22:52:47.957Z,GBUM71706175,2019-04-12T00:00:00.000Z,ALTERNATIVE
00049216.m4a,Girl On Your TV,twst,2021-01-18T22:52:47.957Z,UK8E21901401,2019-09-23T00:00:00.000Z,POP
00047759.m4a,Field Party,Kassi Ashton,2021-01-18T22:52:47.957Z,USUM71821919,2019-06-28T00:00:00.000Z,COUNTRY
00052237.m4a,I Need Help!,Fitz and The Tantrums,2021-01-18T22:52:47.957Z,USAT21902544,2019-05-02T00:00:00.000Z,ALTERNATIVE
00051058.m4a,High,"Sido, Samra, Kool Savas",2021-01-18T22:52:47.957Z,DEUM71901815,2019-08-28T00:00:00.000Z,HIP-HOP/RAP
00065553.m4a,Skin,Glowal,2021-01-18T22:52:47.957Z,DEEC31810077,2019-04-18T00:00:00.000Z,ELECTRONIC
00043535.m4a,Comfort Zone,Marie Lang,2021-01-18T22:52:47.957Z,QM24S1924631,2019-10-07T00:00:00.000Z,R&B/SOUL
00045884.m4a,Dragonfly,Nahko,2021-01-18T22:52:47.957Z,USA6G1769501,2017-09-10T00:00:00.000Z,SINGER/SONGWRITER
00058270.m4a,Mucho Más,Jackie Mendoza,2021-01-18T22:52:47.957Z,QZBXN1801302,2019-04-09T00:00:00.000Z,ALTERNATIVE
00037117.m4a,100,Cape Lions,2021-01-18T22:52:47.957Z,QZDA81991278,2019-03-11T00:00:00.000Z,POP
00037156.m4a,13 Going On 30,Fivio Foreign,2021-01-18T22:52:47.957Z,USSM12005087,2020-08-21T00:00:00.000Z,HIP HOP / RAP
00050878.m4a,"Here We Go (Hey Boy, Hey Girl)","Dimitri Vegas & Like Mike, Nicky Romero",2021-01-18T22:52:47.957Z,BEG851800029,2018-07-20T00:00:00.000Z,DANCE
00038054.m4a,Afraid - HUGEL Remix,"James Hype, HARLEE, HUGEL",2021-01-18T22:52:47.957Z,GBUM72004915,2020-11-19T00:00:00.000Z,DANCE
00053173.m4a,Innocent,Teenage Priest,2021-01-18T22:52:47.957Z,QZDA62055704,2020-05-14T00:00:00.000Z,POP
00072282.m4a,Window,Still Woozy,2021-01-18T22:52:47.957Z,USUG12001158,2020-04-16T00:00:00.000Z,POP
00039059.m4a,Arcade Mammoth,"Dimitri Vegas & Like Mike, W&W, Moguai",2021-01-18T22:52:47.957Z,BEG851800032,2018-07-25T00:00:00.000Z,DANCE
00069408.m4a,To The Max,Lil Loaded,2021-01-18T22:52:47.957Z,USSM12003803,2020-09-25T00:00:00.000Z,HIP-HOP/RAP
00061511.m4a,Peace of Mind,"Sean Kingston, DaVido, Tory Lanez",2021-01-18T22:52:47.957Z,QM24S1916527,2019-04-25T00:00:00.000Z,POP
00062333.m4a,Pretty,"Col3trane, Mahalia",2021-01-18T22:52:47.957Z,GBKPL2022273,2020-10-01T00:00:00.000Z,R&B/SOUL
00064846.m4a,Selfish,"Future, Rihanna",2021-01-18T22:52:47.957Z,USSM11701732,2017-08-03T00:00:00.000Z,HIPHOP/RAP
00067709.m4a,Take My Hours,Sunset City,2021-01-18T22:52:47.957Z,AUBEC1908090,2019-06-06T00:00:00.000Z,POP
00043084.m4a,Cigarette,Old Sea Brigade,2021-01-18T22:52:47.957Z,CAN111800136,2019-01-03T00:00:00.000Z,SINGER/SONGWRITER
00055251.m4a,Letter To My Godfather - from The Black Godfather,Pharrell Williams,2021-01-18T22:52:47.957Z,USSM11903855,2019-06-06T00:00:00.000Z,POP
00045675.m4a,Don't Talk About Me,Paloma Mami,2021-01-18T22:52:47.957Z,USSD11900227,2019-05-30T00:00:00.000Z,LATIN URBAN
00072859.m4a,You & Me,James TW,2021-01-18T22:52:47.957Z,USUM71820513,2019-01-17T00:00:00.000Z,SINGER/SONGWRITER
00038720.m4a,Amanece,"Anuel AA, Haze",2021-01-18T22:52:47.957Z,USDXS1806044,2018-12-13T00:00:00.000Z,LATIN URBAN
00050645.m4a,Heart,"OTR, Shallou",2021-01-18T22:52:47.957Z,USUG11901169,2019-04-26T00:00:00.000Z,DANCE
00073413.m4a,bus ride away,Bryce Xavier,2021-01-18T22:52:47.957Z,QZHN42097530,2020-06-04T00:00:00.000Z,POP
00072972.m4a,You Love Me in My Dreams,"Ariel Days, Alfie Templeman",2021-01-18T22:52:47.957Z,QZ93L1807055,2018-08-01T00:00:00.000Z,POP
00041686.m4a,Bring It Back,Neon Ion,2021-01-18T22:52:47.957Z,NOWAJ2003011,2020-04-02T00:00:00.000Z,VOCAL MUSIC
00052903.m4a,Imagining My Man,Aldous Harding,2021-01-18T22:52:47.957Z,GBAFL1700057,2017-03-28T00:00:00.000Z,ALTERNATIVE
00051422.m4a,Honey,King Gizzard & The Lizard Wizard,2021-01-18T22:52:47.957Z,AUTZK2000060,2020-07-14T00:00:00.000Z,ALTERNATIVE
00055014.m4a,"Left Hand, Right Hand",YoungBoy Never Broke Again,2021-01-18T22:52:47.957Z,USAT21702945,2017-08-03T00:00:00.000Z,HIP-HOP/RAP
00054969.m4a,Leave Me Alone,Flipp Dinero,2021-01-18T22:52:47.957Z,QMKSC1800039,2018-09-03T00:00:00.000Z,HIP-HOP/RAP
00052130.m4a,I Just Wanna Live,Keedron Bryant,2021-01-18T22:52:47.957Z,USWB12001933,2020-06-18T00:00:00.000Z,R&B/SOUL
00073702.m4a,holy terrain,"FKA twigs, Future",2021-01-18T22:52:47.957Z,UK7MC1900038,2019-09-08T00:00:00.000Z,ELECTRONIC
00057772.m4a,Miss You,Louis Tomlinson,2021-01-18T22:52:47.957Z,GBHMU1700102,2017-11-30T00:00:00.000Z,POP
00074306.m4a,that's just how it goes,ROLE MODEL,2021-01-18T22:52:47.957Z,USUM71922184,2019-11-13T00:00:00.000Z,POP
00054845.m4a,Latto,Mulatto,2021-01-18T22:52:47.957Z,QZ5FA1950757,2019-12-11T00:00:00.000Z,HIP-HOP/RAP
00067371.m4a,Swag,BROHUG,2021-01-18T22:52:47.957Z,USDM31806501,2018-12-27T00:00:00.000Z,DANCE
00068565.m4a,The New Sensation,Sum 41,2021-01-18T22:52:47.957Z,USHR21910803,2019-07-19T00:00:00.000Z,ROCK
00045330.m4a,Divine,Ayoni,2021-01-18T22:52:47.957Z,SE2XW1901101,2019-09-05T00:00:00.000Z,INDIE POP
00042969.m4a,Child Please,Tierra Whack,2021-01-18T22:52:47.957Z,USUM71701378,2017-03-02T00:00:00.000Z,HIP-HOP/RAP
00052195.m4a,I Love To Hate You,Elli Moore,2021-01-18T22:52:47.957Z,QM24S1922573,2019-07-25T00:00:00.000Z,POP
00058396.m4a,My Friend,"Tom & Jame, Æmes",2021-01-18T22:52:47.957Z,NL1ZN2000337,2020-06-17T00:00:00.000Z,DANCE
00062830.m4a,RITMO (Bad Boys For Life),"The Black Eyed Peas, J Balvin",2021-01-18T22:52:47.957Z,USSM11912430,2019-10-10T00:00:00.000Z,POP
00041011.m4a,Bleeding on the Dance Floor - Nyg Remix,"Sarah MacDougall, Nyg",2021-01-18T22:52:47.957Z,CAJGH1900003,2019-04-18T00:00:00.000Z,POP
00073078.m4a,You,Kymara,2021-01-18T22:52:47.957Z,QZK6N1939095,2020-01-16T00:00:00.000Z,R&B/SOUL
00048665.m4a,Fuck The Rain,Ryan Adams,2021-01-18T22:52:47.957Z,USUG11900041,2019-01-22T00:00:00.000Z,ROCK
00040813.m4a,Bird Is The Word,Ski Mask The Slump God,2021-01-18T22:52:47.957Z,USUM71706986,2017-06-29T00:00:00.000Z,HIP-HOP/RAP
00037651.m4a,A Cover Is Not the Book,"Emily Blunt, Lin-Manuel Miranda, Company - Mary Poppins Returns",2021-01-18T22:52:47.957Z,USWD11890790,2018-12-06T00:00:00.000Z,SOUNDTRACK
00064370.m4a,Samba Oscura,Blackstone,2021-01-18T22:52:47.957Z,BEZ351800177,2018-08-02T00:00:00.000Z,ELECTRONIC
00049301.m4a,Give Your Body - Delta Funktionen 3AM Mix,"Random XS, Delta Funktionen",2021-01-18T22:52:47.957Z,NLM791800080,2019-08-15T00:00:00.000Z,ELECTRONIC
00063356.m4a,Rent,"Lord Narf, Meltycanon",2021-01-18T22:52:47.957Z,QZCE61883899,2018-04-30T00:00:00.000Z,HIP-HOP/RAP
00068199.m4a,The Archer,Taylor Swift,2021-01-18T22:52:47.957Z,USUG11901475,2019-07-22T00:00:00.000Z,POP
00046748.m4a,Eric's Breakdown,Greg Foat,2021-01-18T22:52:47.957Z,GBRH31200517,2019-11-28T00:00:00.000Z,FUSION
00044537.m4a,Dark Days,Local Natives,2021-01-18T22:52:47.957Z,USC4R1601922,2016-09-08T00:00:00.000Z,ALTERNATIVE
00067212.m4a,Sundays in the Sky,"Skatebård, Crabsticks, Lauer",2021-01-18T22:52:47.957Z,UK34N1800138,2019-04-18T00:00:00.000Z,ELECTRONIC
00056434.m4a,"Lover, Leaver",Greta Van Fleet,2021-01-18T22:52:47.957Z,USUM71813622,2018-09-20T00:00:00.000Z,ROCK
00056115.m4a,Lost It,"Virtual Riot, Pearl Andersson",2021-01-18T22:52:47.957Z,FR59R1797217,2017-07-30T00:00:00.000Z,POP
00054689.m4a,Lady Like,Ingrid Andress,2021-01-18T22:52:47.957Z,USWB11900536,2019-02-22T00:00:00.000Z,COUNTRY
00058125.m4a,Mother,Charlie Puth,2021-01-18T22:52:47.957Z,USAT21904486,2019-09-11T00:00:00.000Z,POP
00037817.m4a,ABCD (Friend Zone),PnB Rock,2021-01-18T22:52:47.957Z,USAT21804279,2018-07-19T00:00:00.000Z,HIP-HOP/RAP
00061118.m4a,PUPPET,"Tyler, The Creator",2021-01-18T22:52:47.957Z,USQX91901117,2019-05-16T00:00:00.000Z,HIP-HOP/RAP
00042462.m4a,Can’t Do Much,Waxahatchee,2021-01-18T22:52:47.957Z,USMRG2070402,2020-03-15T00:00:00.000Z,ALTERNATIVE
00047824.m4a,Find Someone,A R I Z O N A,2021-01-18T22:52:47.957Z,USAT21813041,2019-02-27T00:00:00.000Z,ALTERNATIVE
00048511.m4a,Freefall,jame,2021-01-18T22:52:47.957Z,QZHN51936888,2019-10-07T00:00:00.000Z,ALTERNATIVE
00070606.m4a,Vagabond,Alexi Tuomarila,2021-01-18T22:52:47.957Z,GBVEV1700223,2017-05-04T00:00:00.000Z,JAZZ
00041373.m4a,Bored and Razed,The Raconteurs,2021-01-18T22:52:47.957Z,US3JJ1900049,2019-06-10T00:00:00.000Z,ALTERNATIVE
00062983.m4a,Rarri,Amilli,2021-01-18T22:52:47.957Z,DELJ81899276,2018-06-14T00:00:00.000Z,NEO-SOUL
00052718.m4a,Iced Up,"HoodRich Pablo Juan, Gucci Mane, Wiz Khalifa",2021-01-18T22:52:47.957Z,USUYG1279269,2019-11-01T00:00:00.000Z,HIP-HOP/RAP
00065180.m4a,Shipment,Jean Carter,2021-01-18T22:52:47.957Z,QZFZ21997915,2019-07-20T00:00:00.000Z,HIP-HOP/RAP
00039216.m4a,Atlantic Black,"Makaya McCraven, Junius Paul, Tomeka Reid, Shabaka Hutchings",2021-01-18T22:52:47.957Z,QM84B1822008,2018-09-25T00:00:00.000Z,JAZZ
00055544.m4a,Like You'll Never See Me Again,Jacob Banks,2021-01-18T22:52:47.957Z,USUM72007985,2020-05-05T00:00:00.000Z,R&B/SOUL
00069624.m4a,Toronto,Snoh Aalegra,2021-01-18T22:52:47.957Z,GBKPL1959398,2019-08-16T00:00:00.000Z,R&B/SOUL
00057078.m4a,Maria,"Bizzey, Ronnie Flex, $hirak",2021-01-18T22:52:47.957Z,NLG661800669,2018-07-19T00:00:00.000Z,HIPHOP/RAP
00037346.m4a,2725,GRAE,2021-01-18T22:52:47.957Z,GBKPL2013092,2020-07-30T00:00:00.000Z,ALTERNATIVE
00061873.m4a,Pirouette,Chiiild,2021-01-18T22:52:47.957Z,USUM71925662,2020-02-27T00:00:00.000Z,ALTERNATIVE
00044678.m4a,Dead End,Anna Clendening,2021-01-18T22:52:47.957Z,US39N1800151,2019-01-10T00:00:00.000Z,POP
00071343.m4a,Wave,Roseburg,2021-01-18T22:52:47.957Z,QZ4JJ1836579,2019-01-04T00:00:00.000Z,ROCK
00056049.m4a,Lose You,Drake,2021-01-18T22:52:47.957Z,USCM51700071,2017-03-17T00:00:00.000Z,HIP-HOP/RAP
00073213.m4a,ZORA,Jamila Woods,2021-01-18T22:52:47.957Z,US38Y1934202,2019-02-04T00:00:00.000Z,R&B/SOUL
00057662.m4a,Mind Is A Prison,Alec Benjamin,2021-01-18T22:52:47.957Z,USAT21906853,2019-12-11T00:00:00.000Z,POP
00074449.m4a,why are you here,Machine Gun Kelly,2021-01-18T22:52:47.957Z,USUM71924282,2019-12-17T00:00:00.000Z,ALTERNATIVE
00041783.m4a,Bruises - Steve Void Remix,"Lewis Capaldi, Steve Void",2021-01-18T22:52:47.957Z,DEUM71905472,2019-09-26T00:00:00.000Z,ALTERNATIVE
00053187.m4a,Insecurities,drumaq,2021-01-18T22:52:47.957Z,QM24S1915457,2019-04-30T00:00:00.000Z,POP
00043152.m4a,Clarity,Kim Petras,2021-01-18T22:52:47.957Z,GBKPL1953322,2019-06-06T00:00:00.000Z,POP
00066682.m4a,Stayaway,MUNA,2021-01-18T22:52:47.957Z,USRC11901660,2019-08-15T00:00:00.000Z,ALTERNATIVE
00056329.m4a,Love Scars,Trippie Redd,2021-01-18T22:52:47.957Z,QMEU31704830,2017-05-13T00:00:00.000Z,HIP-HOP/RAP
00041120.m4a,Blow Me,"The Used, Jason Aalon Butler",2021-01-18T22:52:47.957Z,USA2P1959900,2019-12-06T00:00:00.000Z,ALTERNATIVE
00053777.m4a,Joyride,"Bassjackers, Brooks",2021-01-18T22:52:47.957Z,NLZ541700121,2017-03-19T00:00:00.000Z,DANCE
00042926.m4a,Cherry Bomb,Maya Jane Coles,2021-01-18T22:52:47.957Z,GB5KW1701386,2017-08-24T00:00:00.000Z,ELECTRONIC
00050982.m4a,Hiding Underneath,Dani Murcia,2021-01-18T22:52:47.957Z,QZDA71945837,2019-02-28T00:00:00.000Z,R&B/SOUL
00067874.m4a,Tattoo,Rauw Alejandro,2021-01-18T22:52:47.957Z,QZHN21900087,2020-02-12T00:00:00.000Z,LATIN URBAN
00038725.m4a,Amaze,Viva La Panda,2021-01-18T22:52:47.957Z,GBSMU5903869,2019-01-03T00:00:00.000Z,ELECTRONIC
00066443.m4a,Spirit FM,Bad Moves,2021-01-18T22:52:47.957Z,USA2B1801878,2018-07-24T00:00:00.000Z,ALTERNATIVE
00069821.m4a,Trigger,Butch Dawson,2021-01-18T22:52:47.957Z,QM6P41913332,2019-07-14T00:00:00.000Z,HIP-HOP/RAP
00047073.m4a,Échalo Pa' Ca,"Sofia Reyes, Darell, Lalo Ebratt",2021-01-18T22:52:47.957Z,USWL12000339,2020-09-04T00:00:00.000Z,SPANISH POP
00063059.m4a,Real Friends,Camila Cabello,2021-01-18T22:52:47.957Z,USSM11706923,2017-12-05T00:00:00.000Z,POP
00058177.m4a,Move On,Jack Larsen,2021-01-18T22:52:47.957Z,QM7281932178,2019-10-22T00:00:00.000Z,POP INDIE
00064729.m4a,Season Of The Witch,Lana Del Rey,2021-01-18T22:52:47.957Z,GBUM71903671,2019-08-08T00:00:00.000Z,ALTERNATIVE
00074013.m4a,not like you,Nightly,2021-01-18T22:52:47.957Z,QMRSZ2001423,2020-07-10T00:00:00.000Z,ALTERNATIVE
00040439.m4a,Belt Notch!,Cassowary,2021-01-18T22:52:47.957Z,QMFME1984162,2020-02-09T00:00:00.000Z,R&B/SOUL
00061361.m4a,"Part 5, Ruminations - Live",Charles Lloyd,2021-01-18T22:52:47.957Z,USUG11700671,2017-07-13T00:00:00.000Z,JAZZ
00073883.m4a,like we were the last two people on earth,dj poolboi,2021-01-18T22:52:47.957Z,DEVF11800510,2019-08-08T00:00:00.000Z,DANCE
00064330.m4a,Saint Claude Dash,Gitkin,2021-01-18T22:52:47.957Z,USCCW1610874,2019-04-11T00:00:00.000Z,WORLD MUSIC
00054269.m4a,Kindergarten,chloe moriondo,2021-01-18T22:52:47.957Z,USAT21907070,2020-01-10T00:00:00.000Z,POP
00063980.m4a,Run For Cover,The Killers,2021-01-18T22:52:47.957Z,USUM71707343,2017-07-27T00:00:00.000Z,ALTERNATIVE
00047793.m4a,Filter,BTS,2021-01-18T22:52:47.957Z,QM4TX2001946,2020-02-20T00:00:00.000Z,K-POP
00045020.m4a,Devil I Know,Allie X,2021-01-18T22:52:47.957Z,GBKPL1975993,2020-01-31T00:00:00.000Z,POP
00066137.m4a,Something Real (with London On Da Track & Chris Brown),"Summer Walker, London On Da Track, Chris Brown",2021-01-18T22:52:47.957Z,USUM71922862,2019-11-21T00:00:00.000Z,R & B / SOUL
00058794.m4a,Nektar,"Iron Curtis, Johannes Albert, Lisa Toh",2021-01-18T22:52:47.957Z,DECY52000929,2020-06-14T00:00:00.000Z,DANCE
00044570.m4a,Darkside,"iann dior, Travis Barker",2021-01-18T22:52:47.957Z,QZJ841900107,2019-11-08T00:00:00.000Z,HIP-HOP/RAP
00040926.m4a,Black SpiderMan,"Logic, Damian Lemar Hudson",2021-01-18T22:52:47.957Z,USUM71702790,2017-04-13T00:00:00.000Z,HIP-HOP/RAP
00039204.m4a,At The Door,The Strokes,2021-01-18T22:52:47.957Z,USRC11902731,2020-02-10T00:00:00.000Z,ALTERNATIVE
00064648.m4a,Scared to Be Happy,Navvy,2021-01-18T22:52:47.957Z,NZDY11800084,2019-11-22T00:00:00.000Z,POP
00059066.m4a,Next Time,Zoo Look,2021-01-18T22:52:47.957Z,UKLAM1900022,2019-07-04T00:00:00.000Z,ELECTRONIC
00056419.m4a,Loved You Right,Ok Moon,2021-01-18T22:52:47.957Z,QM4TW1999067,2019-03-11T00:00:00.000Z,POP
00051332.m4a,Home Alone,Dan Talevski,2021-01-18T22:52:47.957Z,QZES91887564,2019-01-03T00:00:00.000Z,POP
00064145.m4a,SICKO MODE - Skrillex Remix,"Travis Scott, Skrillex",2021-01-18T22:52:47.957Z,USSM11808418,2018-11-27T00:00:00.000Z,HIP-HOP/RAP
00064700.m4a,Screens,Joell Ortiz,2021-01-18T22:52:47.957Z,QM6MZ1966053,2019-08-30T00:00:00.000Z,HIP-HOP/RAP
00068143.m4a,That Feeling,Duckmaw,2021-01-18T22:52:47.957Z,SE5Q51900055,2019-04-04T00:00:00.000Z,ELECTRONIC
00065887.m4a,Sober,Bad Wolves,2021-01-18T22:52:47.957Z,USDPK1900060,2019-09-20T00:00:00.000Z,METAL
00037424.m4a,3am,"LEADR, Wundr",2021-01-18T22:52:47.957Z,GBKPL2092056,2020-04-21T00:00:00.000Z,POP
00068836.m4a,The Worship,"AVIRA, Diana Miro",2021-01-18T22:52:47.957Z,NLF712004223,2020-05-07T00:00:00.000Z,DANCE
00060554.m4a,One Thing - Grant Remix,"San Holo, Grant",2021-01-18T22:52:47.957Z,NLRD51632123,2018-02-08T00:00:00.000Z,DANCE
00060181.m4a,Oh My God,Alec Benjamin,2021-01-18T22:52:47.957Z,USAT22000211,2020-02-12T00:00:00.000Z,POP
00072026.m4a,White Label (Is This Love),Still Young,2021-01-18T22:52:47.957Z,GBXGT1700076,2017-03-23T00:00:00.000Z,DANCE
00037122.m4a,101 FM,Little Simz,2021-01-18T22:52:47.957Z,GBWWP1804477,2019-02-28T00:00:00.000Z,HIP-HOP/RAP
00072507.m4a,Wonder,Pink Matter,2021-01-18T22:52:47.957Z,AUMEV1903798,2019-04-16T00:00:00.000Z,ALTERNATIVE
00057738.m4a,Miscues,Maryann Vasquez,2021-01-18T22:52:47.957Z,TCAEO1979779,2020-01-14T00:00:00.000Z,R&B/SOUL
00047033.m4a,Experience,"Victoria Monét, Khalid, SG Lewis",2021-01-18T22:52:47.957Z,US23A1512007,2020-06-18T00:00:00.000Z,POP
00068975.m4a,Thinkin' Of,daste,2021-01-18T22:52:47.957Z,FR59R1856235,2018-08-14T00:00:00.000Z,ALTERNATIVE
00066489.m4a,Squad Up,"Streetlife, Method Man, Havoc",2021-01-18T22:52:47.957Z,QM6P41888824,2019-02-12T00:00:00.000Z,HIP-HOP/RAP
00040123.m4a,Be About It,Atlanta Mae,2021-01-18T22:52:47.957Z,GBLFP1882505,2018-07-26T00:00:00.000Z,HIP-HOP/RAP
00067729.m4a,Take You There,QTR past twelve,2021-01-18T22:52:47.957Z,QZES61896408,2018-11-07T00:00:00.000Z,R&B/SOUL
00046140.m4a,Drunk In LA,Beach House,2021-01-18T22:52:47.957Z,USSUB1824005,2018-05-10T00:00:00.000Z,ALTERNATIVE
00042620.m4a,Casualidad,"Nacho, Ozuna",2021-01-18T22:52:47.957Z,USUM71711257,2018-06-21T00:00:00.000Z,LATIN URBAN
00053742.m4a,Johnny Bravo,Bobbing,2021-01-18T22:52:47.957Z,QZFYY1915590,2019-06-30T00:00:00.000Z,ALTERNATIVE
00046476.m4a,Elated,August Wahh,2021-01-18T22:52:47.957Z,QMEZE1942562,2020-04-30T00:00:00.000Z,NEO-SOUL
00060376.m4a,On Planet Z,Botnek,2021-01-18T22:52:47.957Z,GBLV61926703,2020-01-02T00:00:00.000Z,HOUSE
00066753.m4a,Still Ridin',Yelawolf,2021-01-18T22:52:47.957Z,QZHZ41908099,2019-11-01T00:00:00.000Z,HIP-HOP/RAP
00062250.m4a,Precious,"HA, Hodgy, Alvin Risk",2021-01-18T22:52:47.957Z,QM24S1838671,2018-11-01T00:00:00.000Z,R&B/SOUL
00074296.m4a,tear myself apart,Tate McRae,2021-01-18T22:52:47.957Z,USRC11901990,2019-08-27T00:00:00.000Z,POP
00040659.m4a,Beyond,Leon Bridges,2021-01-18T22:52:47.957Z,USSM11800493,2018-04-19T00:00:00.000Z,R&B/SOUL
00069755.m4a,Trap Pea,"El Alfa, Tyga",2021-01-18T22:52:47.957Z,USHM92042398,2020-08-20T00:00:00.000Z,LATIN
00039280.m4a,Automatic,Badklaat,2021-01-18T22:52:47.957Z,GB7YL2000182,2020-11-19T00:00:00.000Z,DUBSTEP
00064388.m4a,Same Old,SHY Martin,2021-01-18T22:52:47.957Z,SE5261900109,2019-06-06T00:00:00.000Z,POP
00048594.m4a,Friends,RAYE,2021-01-18T22:52:47.957Z,GBUM71803700,2018-07-05T00:00:00.000Z,POP
00056136.m4a,Lost a Little,"Her Songs, The Naked Eye, Emmavie, Marie Dahlstrom, Emily C",2021-01-18T22:52:47.957Z,FR59R2082545,2020-06-15T00:00:00.000Z,CONTEMPORARY R&B
00050058.m4a,Guy Stuff,courtship,2021-01-18T22:52:47.957Z,QM24S1918475,2019-05-29T00:00:00.000Z,ALTERNATIVE
00047546.m4a,Fácil,"Jesse Baez, C",2021-01-18T22:52:47.957Z,MXUM71803272,2018-12-13T00:00:00.000Z,LATIN URBAN
00067792.m4a,Talk You Out Of It,Florida Georgia Line,2021-01-18T22:52:47.957Z,QM3E21802135,2018-07-05T00:00:00.000Z,COUNTRY
00049212.m4a,Girl - Acoustic,SYML,2021-01-18T22:52:47.957Z,CAN111800227,2018-08-16T00:00:00.000Z,SINGER/SONGWRITER
00043929.m4a,Crash Into Me,"Steve Aoki, Darren Criss",2021-01-18T22:52:47.957Z,USUS11900300,2019-07-12T00:00:00.000Z,DANCE
00073595.m4a,firstego,brakence,2021-01-18T22:52:47.957Z,QM24S1809972,2018-05-05T00:00:00.000Z,ELECTRONIC
00042933.m4a,Cherry Lady,Capital Bra,2021-01-18T22:52:47.957Z,DECE71900171,2019-03-21T00:00:00.000Z,HIP-HOP/RAP
00050269.m4a,Handle iT,Wynne,2021-01-18T22:52:47.957Z,GBKPL1968452,2019-09-19T00:00:00.000Z,HIP-HOP/RAP
00067440.m4a,Sweet but Psycho,Ava Max,2021-01-18T22:52:47.957Z,USAT21802011,2018-08-16T00:00:00.000Z,POP
00072740.m4a,Ya Es Hora,"Ana Mena, Becky G, De La Ghetto",2021-01-18T22:52:47.957Z,ES5021800065,2018-03-15T00:00:00.000Z,POP
00043172.m4a,Clear As Day,Bonbon Anglais,2021-01-18T22:52:47.957Z,QM24S1922858,2019-08-09T00:00:00.000Z,R&B/SOUL
00057801.m4a,Mister Impossible,Phantogram,2021-01-18T22:52:47.957Z,USUM71915324,2019-08-08T00:00:00.000Z,ELECTRONIC
00067337.m4a,Surprise,Leah Sykes,2021-01-18T22:52:47.957Z,QM24S2000500,2020-01-24T00:00:00.000Z,POP
00040409.m4a,Believer,Imagine Dragons,2021-01-18T22:52:47.957Z,USUM71700626,2017-01-30T00:00:00.000Z,ALTERNATIVE
00064966.m4a,Sex & Stardust,ZZ Ward,2021-01-18T22:52:47.957Z,USHR11939323,2019-12-13T00:00:00.000Z,ALTERNATIVE
00038827.m4a,Angel Baby,"Tech N9ne, Navé Monjo",2021-01-18T22:52:47.957Z,USZHR1800735,2019-11-22T00:00:00.000Z,HIP-HOP/RAP
00043575.m4a,Commando,Julie Bergan,2021-01-18T22:52:47.957Z,NOAGW2000099,2020-05-28T00:00:00.000Z,POP
00060194.m4a,Oh No!!!,grandson,2021-01-18T22:52:47.957Z,USAT21904263,2019-09-03T00:00:00.000Z,ALTERNATIVE
00059047.m4a,New York,Jake Isaac,2021-01-18T22:52:47.957Z,QZ8GX1700748,2020-01-10T00:00:00.000Z,ALTERNATIVE FOLK MUSIC
00064216.m4a,STOP TRYING TO BE GOD,Travis Scott,2021-01-18T22:52:47.957Z,USSM11806662,2018-08-02T00:00:00.000Z,HIP-HOP/RAP
00073499.m4a,dead girl in the pool,girl in red,2021-01-18T22:52:47.957Z,GBKPL1947902,2019-05-07T00:00:00.000Z,ALTERNATIVE
00071461.m4a,We Got Love,"Shanahan, Arielle",2021-01-18T22:52:47.957Z,GBKQU1806900,2018-02-15T00:00:00.000Z,DANCE
00068534.m4a,The Man,The Killers,2021-01-18T22:52:47.957Z,USUM71705733,2017-06-13T00:00:00.000Z,ALTERNATIVE
00049997.m4a,Guardians of the Heart Machine,"Seamus Blake, Tony Tixier, Florent Nisse, Gautier Garrigue",2021-01-18T22:52:47.957Z,GB4DA1900017,2019-03-14T00:00:00.000Z,JAZZ
00073959.m4a,moneydontfixlonely,Sophia Messa,2021-01-18T22:52:47.957Z,USQX91900386,2019-03-26T00:00:00.000Z,POP
00061568.m4a,Penelope,Col3trane,2021-01-18T22:52:47.957Z,GBKPL1789515,2017-09-27T00:00:00.000Z,R&B/SOUL
00067684.m4a,Take Me Away,Third Party,2021-01-18T22:52:47.957Z,USA2P2011855,2020-03-26T00:00:00.000Z,HOUSE
00066671.m4a,Stay,EDX,2021-01-18T22:52:47.957Z,CH3131900841,2019-08-15T00:00:00.000Z,DANCE
00062364.m4a,Prince of the Forest,Deborah's Child,2021-01-18T22:52:47.957Z,NLRD51952615,2020-03-20T00:00:00.000Z,POP
00052019.m4a,I Don’t Know Why,Imagine Dragons,2021-01-18T22:52:47.957Z,USUM71704691,2017-06-22T00:00:00.000Z,ALTERNATIVE
00059291.m4a,No Go,Xavier Weeks,2021-01-18T22:52:47.957Z,USAT22000587,2020-02-29T00:00:00.000Z,HIP-HOP/RAP
00065622.m4a,Sleepwalking,"Bajillionaire, Brewer",2021-01-18T22:52:47.957Z,AUNV01900074,2019-04-11T00:00:00.000Z,POP
